id,n_of_stars,date,text
gad,5.0,"aug 8th, 2020",4dd thanks
gad,5.0,"aug 7th, 2020","SP comes through once again! fast shipping, great stealth, and most important these are the best carts for the money hands down."
gad,5.0,"aug 6th, 2020",always come back to these
gad,5.0,"aug 6th, 2020","5/5 quick, stealthy, on point!"
gad,5.0,"aug 5th, 2020",My b SP. Power went out while i was in the middle of finalizing. Thanks again!
gad,5.0,"aug 4th, 2020",My favorite carts. Thanks for coming through again SP. You the man.
gad,5.0,"aug 3rd, 2020",Was shorted 2 but he said he'll make it up next order. Have made quite a few orders and this is the first mistake.
gad,5.0,"jul 31st, 2020",Shit is fire.
gad,5.0,"jul 31st, 2020",Early release. Best vendor best carts
gad,5.0,"jul 30th, 2020",SP is great
gad,5.0,"jul 30th, 2020",Best resale carts on the market customers and I can't get enough
gad,5.0,"jul 29th, 2020",Honestly I dont know how the shit gets here so fast but the carts are fire and i love you <3. no spliff this time but like i give a flying frick.
gad,5.0,"jul 28th, 2020","fire carts!! threw in a free joint. shipping took longer than average, but that's to be expected."
gad,5.0,"jul 28th, 2020",there was a misunderstanding about the order but strainpirate was quick to make it right . also responded to my messages quickly. product was 4 days t2d. product is always the best in the game. will be back for sure. oh and a free j is always nice!
gad,5.0,"jul 28th, 2020","perfect in every way, coming back asap"
gad,5.0,"jul 27th, 2020","came as fast as it logistically could. good packaging, product as described. thanks for the preroll."
gad,5.0,"jul 27th, 2020","5dt2d, thanks for the gift bud. can't wait to try!"
gad,5.0,"jul 27th, 2020","Really good product for price, great communication with vendor."
gad,5.0,"jul 25th, 2020",Threw in a pair of GB Extracts socks!! Order came fast af too.
gad,5.0,"jul 24th, 2020",cant go wrong with these
gad,5.0,"jul 23rd, 2020","Great carts 
Great stealth 
5-6 day shipping 
Will be back loving these carts"
gad,5.0,"jul 21st, 2020",Awesome carts! GREat vendor.. will be back!
gad,5.0,"jul 21st, 2020",Super quick shipping and great quality product. Thank you!
gad,5.0,"jul 21st, 2020","These carts are amazing, flavor is great. I got 5 GBs and 5 elite extracts. 2 of the elite extracts tips werent flush with the tank and one leaked some. But this isn't a big deal they'll still sell. Good business with StrainPirate always"
gad,5.0,"jul 20th, 2020",Don't even bother buying any other carts.. These will fuck your city up. Guranteed.
gad,5.0,"jul 19th, 2020",great price for good qaulity
gad,5.0,"jul 19th, 2020",Haven't tried yet but based off other reviews i'm sure it'll be great. Thanks again SP.
gad,5.0,"jul 18th, 2020",fast shipping.  good taste
gad,5.0,"jul 18th, 2020","Came in like 3 days, pretty sweet!!!!"
gad,5.0,"jul 17th, 2020",this shit came so fast it stills says accepted. I saw some bitches talking shit about my man strain pirate on the forums. I don't know what they are talking about because I have nothing but great things from this team. Order with confidence. As usual the carts are top tier quality.
gad,5.0,"jul 16th, 2020",Gas carts and super fast shipping. will be back
gad,5.0,"jul 16th, 2020",Best carts i've ever used.
gad,5.0,"jul 15th, 2020","fire as always, and hooked me up from a past order, pleasure doing business again and will forusre be back!"
gad,5.0,"jul 15th, 2020",shipping was great. product always on point. once you get these you will never look back. sorry for late finalize. ORDER WITH CONFIDENCE
gad,5.0,"jul 15th, 2020",Glooks on the pre roll
gad,5.0,"jul 15th, 2020","Really love these carts - hardware, oil, and packaging are all great. StrainPirate got them to me quickly, and included a free pre-roll. Thanks!"
gad,5.0,"jul 15th, 2020",6 day shipping. product is pretty good. great value. comes with a preroll too
gad,5.0,"jul 14th, 2020",Some of the best carts I've had
gad,5.0,"jul 14th, 2020",The best around
gad,5.0,"jul 14th, 2020",So fire i'm blazed off two hits...amazing lmao
gad,5.0,"jul 14th, 2020",SP is one of the most reliable vendors on ANY dnm.
gad,5.0,"jul 13th, 2020","These are really cute little carts. It's honestly the kind that are worth flipping, even though I got these for myself. Definitely feels like a dispo product."
gad,5.0,"jul 12th, 2020",carts slap and great buy
gad,5.0,"jul 11th, 2020",This order got here insanely fast. Thank you!!
gad,5.0,"jul 11th, 2020","SP coming through once again. this is my go to cart, gets me ripped and is very flipable. 4dt2d"
gad,1.0,"jul 10th, 2020",Only sent one cart. When i disputed you never even sent the second. Unprofessional and will not be back
gad,5.0,"jul 10th, 2020",Buy with confidence. All the edibles and carts are the best value on the site hands down
gad,5.0,"jul 9th, 2020",best carts you can get for this price i highly recommend
gad,5.0,"jul 9th, 2020",great tasting cart produces good smoke
gad,5.0,"jul 7th, 2020","amazing product for an amazing price, will continue to buy from Pirate"
gad,5.0,"jul 6th, 2020","So sorry about the late finalize I spaced it. Awesome product and fast shipping, thanks!"
gad,5.0,"jul 6th, 2020","Took 7T2D which was alright I guess, not really complaining tho cause this is some good stuff."
gad,5.0,"jul 6th, 2020",Gordan Ramsey level carts!
gad,5.0,"jul 3rd, 2020",Carts are good.  Thanks SP for taking care of the small-time personal user!
gad,5.0,"jul 3rd, 2020",gas as always. can we change the flavoring though?
gad,5.0,"jul 2nd, 2020",Packaging was crazy stealthy & the cart & preroll are fire
gad,5.0,"jul 2nd, 2020",Thank you so much friend!
gad,5.0,"jul 1st, 2020",Best carts i have ever hit. No comparison.
gad,5.0,"jul 1st, 2020",These are some really good potent carts. Small hits. Not reusable. Good extract
gad,5.0,"jul 1st, 2020",Carts are the absolute bomb for the price. The mans even threw in a free joint which is always appreciated. Shipping also always quick. Spend your money with StrainPirate!!!
gad,5.0,"jul 1st, 2020","Carts are amazing, taste great the oil looks out of this world. I'm coming back these are great for flipping."
gad,5.0,"jul 1st, 2020","Ordered Friday evening, arrived Wednesday. Included the pre-roll as usual. A+ service as always. As long as you keep these carts in stock i'll keep coming back."
gad,5.0,"jun 30th, 2020",Thanks again.
gad,5.0,"jun 30th, 2020","Ordered Thursday and they were in my hands Monday morning. Great quality and correct count as always, but no preroll on 50? :) It's a nice little thing I missed this time around."
gad,5.0,"jun 30th, 2020",6-7 days of shipping. No communication. Good carts though.
gad,5.0,"jun 29th, 2020",once again the goat comes through with some fire ass cheap carts.
gad,5.0,"jun 29th, 2020",this is the best cart i have ever smoked.
gad,5.0,"jun 28th, 2020","Great stuff once again, 7dt2d, good stealth and the carts smack."
gad,5.0,"jun 28th, 2020",Fire Fucking Carts... Best used with a buttonless battery
gad,5.0,"jun 28th, 2020",yeah
gad,5.0,"jun 27th, 2020",great price to quality
gad,5.0,"jun 27th, 2020","Beautiful carts, really like the ceramic and the flavors are amazing. Definitely one of the best values out there hands down. Smoooth transaction all around, thanks, SP!!!"
gad,5.0,"jun 25th, 2020",Good shit. Comes with each cart individually sealed.
gad,5.0,"jun 24th, 2020",these are gasss
gad,5.0,"jun 24th, 2020",Excellent products thank you so much! Prerolls are great as well.
gad,5.0,"jun 23rd, 2020",Carts bursting with flavor. Good for price without a doubt
gad,5.0,"jun 22nd, 2020","Quick ship, tastes good for the price, free pre-roll."
gad,5.0,"jun 22nd, 2020",thank you
gad,5.0,"jun 22nd, 2020","Not sure when arrived because I do not live where I shipped atm and do not check every day. Carts are very good, potent and clean. Threw in a extra joint for me, StrainPirate does this kind of thing a lot, always throws in a lil surprise for me :) Amazing vendor!"
gad,5.0,"jun 22nd, 2020",first time trying vendor. lightning fast shipping. the product is better than anything i found on the market. order with absolute confidence . i will be back for sure. sorry for late finalize.
gad,5.0,"jun 21st, 2020",Very quality carts for the price fast shipping
gad,5.0,"jun 21st, 2020",Sorry for the late boss
gad,5.0,"jun 21st, 2020",Fast! Thanks!
gad,5.0,"jun 21st, 2020",best carts ever. Can't wait to do business again.
gad,5.0,"jun 21st, 2020","Great carts and flavors were great, will be back buying more asap"
gad,5.0,"jun 20th, 2020",Always love the carts
gad,5.0,"jun 20th, 2020",THAT WAS QUICK AS FUCK. 3 day TTD!!!
gad,5.0,"jun 20th, 2020",these are my favorite carts
gad,5.0,"jun 19th, 2020","Great stuff! I normally buy live resin carts but these taste and hit just as great. The ceramic hardware is real cool and clean. Shipping was insanely fast that it caught me by surprise. Overall amazing order, especially at this price. Insane. Thanks so much for the flavor varieties and preroll!"
gad,5.0,"jun 19th, 2020","Fire carts, especially for the price!"
gad,5.0,"jun 19th, 2020",SP delivers quickly and in consistent
gad,4.0,"jun 19th, 2020",Thanks again bud. Shipping was pretty damn slow but its all good.
gad,5.0,"jun 18th, 2020",3 day shipping coast to coast even during covid times. Thank you!
gad,5.0,"jun 18th, 2020",shit fire bro i will be back
gad,5.0,"jun 17th, 2020","Came packaged very well, and the product is great. Thanks for the freebie!"
gad,5.0,"jun 17th, 2020","These hit hard, Great for the price, will definitely be back"
gad,5.0,"jun 16th, 2020",Amazing carts
gad,5.0,"jun 16th, 2020","took a little long to get here, ordered jun 5th got it this monday. other than that, great cart! loved the preroll."
gad,5.0,"jun 16th, 2020","Excellent product, great speed and flavors are slappin'!"
gad,5.0,"jun 15th, 2020",Amazing as always :)
gad,5.0,"jun 13th, 2020",Love these ceramics!!!
gad,5.0,"jun 13th, 2020","Amazing! These carts are very tasty, will be back! and threw in a free preroll. Can;t go wrong with these guys!"
gad,5.0,"jun 12th, 2020","Great order, no complaints. Buy from this guy!"
gad,5.0,"jun 12th, 2020",Dope ordering more now gone in a dayyyy
gad,5.0,"jun 11th, 2020",Awesome as always
gad,5.0,"jun 11th, 2020","Blown away every time I order, thank you!"
gad,5.0,"jun 10th, 2020","Wow. blown away on all cylinders. great quality product from from packaging to hardware to oil itself(color, consistency, and potency are dispensary level in my opinion). shipping was fast, stealth was great, and the free pre roll is greatly appreciated. SP has earned my continued business. Buy with confidence."
gad,5.0,"jun 10th, 2020","Phenomenal carts, if youre on the edge, go with these, you will not be dissapointed. Shipped fast too."
gad,5.0,"jun 10th, 2020","shipping was super quick and fire as always, thanks for the joint"
gad,5.0,"jun 10th, 2020","…………………...„„-~^^~„-„„_
………………„-^*'' : : „'' : : : : *-„
…………..„-* : : :„„--/ : : : : : : : '\
…………./ : : „-* . .| : : : : : : : : '|
……….../ : „-* . . . | : : : : : : : : :|
………...\„FLAVOR. .| : : : : : : : : :'|
……….../ . . . . .. . . '| : : : : : : : :|
……..../ . . . . . .. . . .'\ : : : : : : : |
……../ . . . . . . .. . . .\ : : : : : : :|
……./ . . . . . . . . . . . '\ : : : : : /
….../ . . GOLDEN . . . . *-„„-*'
….'/ . . . . BONER . . . . . .. '|
….'/ . . . . AWARD . . . . .. '|"
gad,5.0,"jun 10th, 2020","Fast shipping like always, thanks for the great service in this time of uncertainty. Will be back."
gad,5.0,"jun 10th, 2020",Good shit
gad,5.0,"jun 9th, 2020",I asked for 5 gb and 5 elites and he did it. Threw in a free joint too. These carts are fire
gad,5.0,"jun 9th, 2020","Thanks again man, loving these carts."
gad,5.0,"jun 9th, 2020",Fast shipping. great product quality. new flavors?
gad,5.0,"jun 8th, 2020",These are fire. Def some of the best carts i've had in a long time.
gad,5.0,"jun 8th, 2020",These carts are awesome for the price. Super flavorful and do the trick. Thanks for the freebie too!
gad,5.0,"jun 8th, 2020",Taste so good.  Cant get enough of these.
gad,5.0,"jun 8th, 2020",These aren't bad at all for the price. I was hoping the flavor would be all natural terps when I seen all strain names for flavors. Not mad just prefer all natural if i can find them. Service was all excellent though. No leaks and fast shippinh
gad,5.0,"jun 8th, 2020",True OG! Thanks for that stealth. Made it to a 3RD WORLD COUNTRY!! You are a god!
gad,5.0,"jun 8th, 2020",Fe early
gad,5.0,"jun 7th, 2020",ya shit was fire
gad,5.0,"jun 7th, 2020",Good deal and quick :).
gad,5.0,"jun 6th, 2020","Ordered Tuesday evening, arrived cross country on Saturday. Included a free preroll with my measly 1 cartridge order. Haven't tested products yet but A+ service from the vendor."
gad,5.0,"jun 6th, 2020",Awesome as always!
gad,5.0,"jun 6th, 2020",little harsh but packs a punch and for the price cant beat awesome packaging too helps for resale
gad,5.0,"jun 6th, 2020",Thank you for the special gift.  I'll try that later.  I'm impressed so far.  Thank you!
gad,5.0,"jun 5th, 2020","Got one just to try, loved it to pieces so I got some for friends.  I think I placed my 4th order for these now, theyre so damn tasty and get you ripped af."
gad,5.0,"jun 5th, 2020",good clean tasting carts only coming here from now on
gad,5.0,"jun 5th, 2020","Thanks again. Love these carts, shipping was much better this time. Will be back for more very soon :)"
gad,5.0,"jun 4th, 2020",Cart came safely quick shipping great stealth and love the free joint will be back
gad,5.0,"jun 4th, 2020",great carts will be back for more!
gad,5.0,"jun 4th, 2020","Nice carts, hit well and taste good"
gad,5.0,"jun 4th, 2020",Sorry for the late finalize product is Fire for the price
gad,5.0,"jun 4th, 2020","Good, Good, And Good. Don't Question this man."
gad,5.0,"jun 3rd, 2020",Have not tried the carts yet but the packing and hardware alone makes me feel good about trying them out. My longest wait for a pack but not the fault of the vendor and  its looking like it was worth it.
gad,5.0,"jun 3rd, 2020","Carts are pretty alright, especially for the price. Obviously high end."
gad,5.0,"jun 3rd, 2020","custies love it, nicely sealed. Looks perfect, tastes great."
gad,5.0,"jun 2nd, 2020",Packaging is legit and came with pre roll. Will be back
gad,5.0,"jun 2nd, 2020","By and far the best distillate cart I've ever had, and for the price? Come on. Dispensary level carts for a slapping price. Can't ask for better."
gad,5.0,"jun 2nd, 2020",did not receive
gad,5.0,"jun 2nd, 2020","i appreciate the joint that came with these, didn't even ask for it. thanks"
gad,5.0,"jun 2nd, 2020",fire
gad,5.0,"jun 2nd, 2020",sorry for late feedback. carts were perfect again. putting in more orders soon!
gad,5.0,"jun 2nd, 2020",Great carts!!!!
gad,5.0,"jun 2nd, 2020",Gas asf stealth a+ shipping decent
gad,5.0,"jun 2nd, 2020",Stealth was amazing. Shipping took 6 days t2d but corona and stuff so understood. Will be back!
gad,5.0,"jun 2nd, 2020","…………………...„„-~^^~„-„„_
………………„-^*'' : : „'' : : : : *-„
…………..„-* : : :„„--/ : : : : : : : '\
…………./ : : „-* . .| : : : : : : : : '|
……….../ : „-* . . . | : : : : : : : : :|
………...\„VALUE. .| : : : : : : : : :'|
……….../ . . . . .. . . '| : : : : : : : :|
……..../ . . . . . .. . . .'\ : : : : : : : |
……../ . . . . . . .. . . .\ : : : : : : :|
……./ . . . . . . . . . . . '\ : : : : : /
….../ . . GOLDEN . . . . *-„„-*'
….'/ . . . . BONER . . . . . .. '|
….'/ . . . . AWARD . . . . .. '|"
gad,5.0,"jun 1st, 2020",Always on point!
gad,5.0,"jun 1st, 2020",StrainPirate the go to right now for amazingly priced carts!
gad,5.0,"may 31st, 2020",NIce carts like alwayz
gad,5.0,"may 30th, 2020",Second time ordering from StrainPirate (first on CH)- 5/5 for everything and took 4 days
gad,5.0,"may 30th, 2020",Good  shit came fast asf
gad,5.0,"may 30th, 2020",great carts. Good flavor. Recommend.
gad,5.0,"may 30th, 2020","Had issues on my end with submitting the address and vendor worked with me rather than cancelling the order. Carts are great, nice range of flavors. Good shit"
gad,5.0,"may 30th, 2020","Can't beat the price, thank you!"
gad,5.0,"may 29th, 2020",Carts are smooth and give a great high. Thanks StrainPirate - I am grateful.
gad,5.0,"may 29th, 2020",Carts are smooth and give a great high. Thanks StrainPirate - I am grateful.
gad,5.0,"may 29th, 2020",Gas
gad,5.0,"may 29th, 2020","Gets me pretty slapped, I didn't like the flavor I got, but the carts were potent!"
gad,5.0,"may 29th, 2020",Excellent price value as always.
gad,5.0,"may 28th, 2020",Fast shipping good quality no complaints.. Will come back for sure.
gad,5.0,"may 28th, 2020","very fast shipping especially during these times, stealth is amazing and product quality."
gad,5.0,"may 28th, 2020","Very nice carts. Hardware is quality, and the oil is very potent with good flavor. Quick shipping, solid stealth."
gad,5.0,"may 27th, 2020",Fire carts
gad,5.0,"may 27th, 2020",fire carts as always
gad,5.0,"may 27th, 2020",STRAIN PIRATE! So sorry for the late finalization forgot it wasn't a direct pay deal:{ Best carts hands down. Everyone loves them and thanks for the freebie on small order!
gad,5.0,"may 27th, 2020",Fire for the price
gad,5.0,"may 27th, 2020",Great for the price! I got bluedream
gad,5.0,"may 27th, 2020","THESE ARE FIRE!! IM DEF SHOPPING AGAIN VERY SOON... I did get shorted 1 out of 70 carts tho, but that is just a miscount no biggie."
gad,5.0,"may 27th, 2020",I'm impressed
gad,5.0,"may 27th, 2020",Great Oil for da low also these are potent asf
gad,5.0,"may 27th, 2020",These things are bomb!  Taste is unmached by other carts on this market.
gad,5.0,"may 26th, 2020","Excellent carts. This was my first experience with cannahome and this vendor. Excellent speed/product. Will be back soon! Thank you!
<3"
gad,5.0,"may 26th, 2020",Fire quality these shipped out so fast!!!!!
gad,5.0,"may 25th, 2020",best on deepweb for price. best tech too. hits hard.
gad,5.0,"may 25th, 2020",Fuego.
gad,5.0,"may 24th, 2020",thanks SP
gad,4.0,"may 23rd, 2020","finalized as soon as i recieved the pack. 2/5 carts came back not working, however i already have another 20 otw from him yet vendor is still asking me to purchase additional carts to be compensated for the 2 i recieved that are not working. i will update review once vendor responds. hopefully there arent any defects from the 20 more i got that will be coming in"
gad,5.0,"may 23rd, 2020",I am smaaackkedd. Will be back for more. Much love!
gad,5.0,"may 23rd, 2020",Excellent value for price. The carts taste like terp unlike any of those boofs. I'll be back again for more. I really appreciate the pre-roll. You made my day!
gad,5.0,"may 23rd, 2020","good qauilty for the price,thanks for the gift. :)"
gad,5.0,"may 22nd, 2020",Profit all day   good shit too
gad,5.0,"may 22nd, 2020","Wow. im gonna have to order another cuz this shi was fireeeeeee. I love that the packaging is sealed, my people love it!"
gad,5.0,"may 21st, 2020",Potent. Got here in 2 days. Will be back.
gad,5.0,"may 20th, 2020","Carts slapp, got a free preroll with order!"
gad,5.0,"may 20th, 2020","Good quality, fast shipping, and good stealth. Overall nice order experience"
gad,5.0,"may 19th, 2020","SP delivering the goods quickly. Tastes decent, cart is smooth and hits nicely."
gad,5.0,"may 19th, 2020",Good quality. Stealth was very good. Shipping speed was average. Got an extra goody...very appreciated.
gad,5.0,"may 19th, 2020",Bomb.. I hope they dont raise the price. Not a bad option. A score.
gad,4.0,"may 18th, 2020","Everything is great. Just took a little longer than expected, 8 days from order. The carts are fire, thick as shit and hits like a real dab. The hardware is amazing, too. Love the way they hit. Will return."
gad,5.0,"may 14th, 2020","Great shipping speed (thanks for the gift), really solid packaging if anybody is looking for resale value as well. My buddy was thrilled with the cart quality"
gad,5.0,"may 14th, 2020",shipping was super fast. Many flavors provided. all great. recommended.
gad,5.0,"may 13th, 2020","Arrived with time to spare, cart hardware is great!"
gad,5.0,"may 13th, 2020",just came in sorry for the late finalize
gad,5.0,"may 13th, 2020",Fire carts for the price
gad,5.0,"may 13th, 2020",Dank carts. Great price. Appreciate the free blunt. Customer was happy
gad,5.0,"may 12th, 2020","Wow. Pleasantly surprised here. StrainPirate is out here selling dispensary grade Carts for $16/pop? Whoever doesn't plug into this, losing out 100%. Will be back. SOON."
gad,5.0,"may 11th, 2020",Good stuff!
gad,5.0,"may 11th, 2020",Welcome to the site. going to QC these soon. smells / tastes good. 100 100 100
gad,5.0,"may 11th, 2020",Good for the price. Got here next day.
gad,5.0,"may 11th, 2020","Hits better than my step dad, stealth was on point and smells amazing."
gad,5.0,"may 11th, 2020",I've ordered from this vendor on Empire a few time. These carts are a great deal. These are clean dispensary grade carts. Well worth the price. Easy flip for me. Shipping and stealth are always great. Thanks man!
gad,5.0,"may 9th, 2020","These carts are amazing. Absolutely blown away at quality and price point. Have had these in the past and came back to try the new ceramic cartridge and let me tell ya, you're not going to find anything better than these on here. Thanks SP"
gad,5.0,"may 6th, 2020","Good shit with a nice hit and flavor  Smooth asf and looks Cute with tha white tank   
willll get you high nice high too well priced"
oyf,5.0,"aug 28th, 2020",Fire 5 stars
oyf,5.0,"aug 26th, 2020",Got watermelon mimosa and def is legit! great disti and very thiccc thanks kitty for the sticky! took a lil longer than I wanted but the product makes up for it :)
oyf,5.0,"aug 21st, 2020",It's legit!
oyf,5.0,"aug 21st, 2020",3DD. Excellent dispensary quality product. Ty
oyf,5.0,"aug 20th, 2020","got both flavors I asked for, haven't tried either yet but the packaging looks valid my buddy :)"
oyf,5.0,"aug 18th, 2020","super fast, perfect stealth and a great product"
oyf,5.0,"aug 16th, 2020","Ordered on the weekend arrived on Wednesday. Crazy good opsec. And the product is incredible. Authentic dispensary item, haven't had a cart this good in a long time. Thank you sticky"
oyf,5.0,"aug 14th, 2020","Around 9DD to UK, thanks so much for bringing vapes back into my life, these smell great!"
oyf,5.0,"aug 7th, 2020",Quick ship - great comms - legit product.  Thanks Kitty!
oyf,5.0,"aug 5th, 2020",amazing as always
oyf,5.0,"aug 5th, 2020",sticky kitty is brilliant
oyf,5.0,"aug 4th, 2020",3DD with a pandemic and a quality dispensary product? Can't complain.
fgf,5.0,"aug 27th, 2020",WOW! Is this Amazon Prime? Literally 48 hours from order to arrival. 10/10 AMAZING.
fgf,5.0,"aug 23rd, 2020",Great stuff! Only vendor I deal with... that good!
fgf,5.0,"aug 15th, 2020",tastes great. Girlfriend is so happy.
fgf,5.0,"aug 8th, 2020","Amazing! Love these STIIZY pods! Took like three days from marked shipped. Perfect stealth, fast shipping, amazing product. Will be back for sure!"
fgf,5.0,"jul 7th, 2020",Always deliver so I had to FE. Respect for OV.
fgf,5.0,"jun 13th, 2020","These CBD 1:1 pods are so good, I would recommend them to anyone!"
fgf,5.0,"jun 1st, 2020",Customer Service is Top Notch. Thank you.
fgf,5.0,"may 21st, 2020",Good quality
f24,5.0,"aug 8th, 2020",Thank You  :)
f24,5.0,"aug 6th, 2020",All around 5 stars!
f24,5.0,"jul 27th, 2020",Thanks  :)
f24,5.0,"jul 14th, 2020",Thanks for quick ship!
f24,5.0,"jul 14th, 2020","Great vendor, fast shipping, legit product, came sealed and tamper proofed."
f24,5.0,"jun 18th, 2020",5 stars all the way. Thanks
f24,5.0,"jun 8th, 2020",This guy is great. I have been purchasing online since Dream and I still have problems with PGP. Canndepot was very patient with me even though I was just doing a very small purchase. He took the time to help me out and for that I will be a customer for life. The packaging was great. Shipping time was great. I have not tried the product but do not have to as it looks very much legit. Very high recommendation for these guys.
f24,5.0,"jun 4th, 2020","FE for the PGP troubles, and hope those 4 carts hit hard mi brotha mon."
f24,5.0,"may 30th, 2020","CannaDepot...more like CannaPrime! Ordered Thursday and received Saturday, come on man!! Super strong and right to the point :)"
f24,5.0,"may 20th, 2020","The shipping speed is bananas, but this durban poison blowing your head clean off jack!"
f24,5.0,"may 9th, 2020","Oh...Cannadepot got that shit, shit! This carts are on point for sure, two big hits got me rethinking my afternoon plans at the moment."
f24,5.0,"apr 27th, 2020",i took one hit made me feel better then any other cart do    this shit sold asf will buy more  price is worth it
kug,5.0,"aug 25th, 2020",A+ packaging and delivery time. Product is fire.
kug,5.0,"aug 15th, 2020",OV for president 2020!
kug,5.0,"aug 12th, 2020",Dime products are some of the best - and this vendor rocks!
kug,5.0,"aug 8th, 2020",Some of the best carts around
kug,5.0,"aug 7th, 2020","good shipping speed, nice pack."
kug,5.0,"aug 4th, 2020",Excellent vendor!
kug,5.0,"jul 28th, 2020",FE early for trusted vendor.  Placed order today and finalized immediately.  Looking forward to my pack
kug,5.0,"jul 28th, 2020",Extremely fast and stealth shipping.
kug,5.0,"jul 27th, 2020","Great vendor. I buy with OV all the time and never disappoints. Products are genuine and shipping was the fastest.  Thanks, keep up the great work."
kug,5.0,"jul 26th, 2020",FE BTC looking bullish
kug,5.0,"jun 19th, 2020","Really liking this pen, hope OV keeps them around!"
l1g,5.0,"aug 31st, 2020","StrainPirate never disappoints. Consistent great product quality, great customer service, and good shipping speed. Always satisfied with the purchase when buying from SP."
l1g,5.0,"aug 5th, 2020",Quality products and service as well. The pre-roll promo is a great added bonus. Will definitely continue buying from StrainPirate
l1g,5.0,"jul 11th, 2020",Provided extra treats along with a complimentary pre-roll. Will definitely be back in the future
l1g,5.0,"jul 6th, 2020","Despite a slight shipping delay due to the 4th of July, the product took just over 7D2D which is just fine all things considered.
The product quality is legit and the customer service is also top notch. Will definitely be buying from them again."
l1g,5.0,"jun 24th, 2020",So fast so good and generous thanks man
koz,5.0,"jul 30th, 2020","Authentic 710 Labs Cart and Battery, thank you OV."
koz,5.0,"jul 28th, 2020","Got Lemon Tree, packaged 2/11"
koz,5.0,"jun 27th, 2020",So worth it . Fire
koz,5.0,"jun 25th, 2020",price is lil steep but its worth every penny when u pull that first pull absolutely gas 710 is like no other id love to see some more of there stuff on here
koz,5.0,"jun 24th, 2020","this thing is way better than the pax damn, need those live rosin pods"
koz,5.0,"jun 19th, 2020",a1 Real 710 pod
oin,5.0,"aug 28th, 2020","Lightning fast shipping, good stealth, and great cart. Thank yoU!"
oin,5.0,"aug 25th, 2020",The best
oin,5.0,"aug 23rd, 2020","Some of the best product out there. Really nice stuff! As always, vendor never fails!"
oin,5.0,"aug 22nd, 2020","Fast shipping! was expecting a pack from another vendor that was purchased earlier than this. 4 days to door. other pack still at mercy of post office. excellent quality, expensive but you get what you pay for. thanks!"
oin,5.0,"aug 18th, 2020","Excellent service over here. If you havent tried these mellows, get your life together and get one."
oin,5.0,"aug 13th, 2020",Insane for the price!!! The shipping speed and stealth were on point
oin,5.0,"aug 12th, 2020","Fast shipping, cart seems pretty solid"
oin,5.0,"aug 7th, 2020","10/10 time and time again. Postal service is slow, not the vendors fault! A+"
oin,5.0,"aug 5th, 2020","FE with this vendor.  I know it will be on point and NEVER have had reason to complain. Top vendor on market in my opinion.  Hell, top vendor on any market.  Your the best and I appreciate your entrepreneurship."
oin,5.0,"aug 3rd, 2020",Great! Thanks!
oin,5.0,"aug 2nd, 2020",This doesn't get me re-thinking distillate. This has me re-thinking FLOWER. Convenience and a creamy terpy flavor with a spot-on high that has less of an edge.
oin,5.0,"jul 31st, 2020","super fast with a few other things, waiting to break into this beaut but will update if anything but top notch."
oin,5.0,"jul 30th, 2020",FE'D seems like a reliable fellow.
oin,5.0,"jul 29th, 2020","Awesome vendor. Great variety, stealth and speed."
oin,5.0,"jul 28th, 2020","Fire carts, best cart for the price"
oin,5.0,"jul 26th, 2020","Fast shipping, carts are great, thanks!"
oin,5.0,"jul 26th, 2020",these carts are fire
oin,5.0,"jul 23rd, 2020","This stuff ""smacks"" as the kids say, 10/10 would recommend to a friend"
oin,5.0,"jul 23rd, 2020","Good as always, very potent"
oin,5.0,"jul 20th, 2020",great carts - i'll be back
oin,5.0,"jul 18th, 2020",Fire live resin
oin,5.0,"jul 17th, 2020","Fucking fire, i cant go back to normal carts after this."
oin,5.0,"jul 14th, 2020",great product and nice high
oin,5.0,"jul 11th, 2020",Another perfect order from OV. I have had numerous transactions with him and every single one of them have been on point. Delivery was like 3 days t2d. Packaging excellent. Stealth perfect. Took one get hit to test it out and I can say that the product is excellent
oin,5.0,"jul 10th, 2020","Quality sauce carts, very flavorful with powerful effects. Another exceptional experience- thanks OV!"
oin,5.0,"jun 27th, 2020",these are very potent. surprisingly potent. wish they were bigger!
oin,5.0,"jun 26th, 2020","Dude. This is like carrying my puffco in my pocket, but its a pe.. Now imagine that pen slap full of diamonds and HTFSE."
oin,5.0,"jun 22nd, 2020",Four days 2TD.  Smooth nice taste and good value.  Stealth was on point with extra effort. Thanks!
oin,5.0,"jun 19th, 2020","High quality cart, tastes like GMO. Cart leaked a little"
oin,5.0,"jun 15th, 2020",Really like these
oin,5.0,"jun 11th, 2020",OV never disappoints
oin,5.0,"jun 11th, 2020",only complaint would be that its not big enough lol
oin,5.0,"may 23rd, 2020",Very strong and tasty
oin,5.0,"may 23rd, 2020","Great cart, oil matches real companies product so definitely is legit. Appreciate it, will be back."
oin,5.0,"may 13th, 2020",Amazon prime status. Thanks will be returning again! cart is GAS! 5/5
oin,5.0,"may 12th, 2020","very fast shipping, excellent stealth, will update quality when I try it tonight  UPDATE: High quality, hits hard tastes great"
oin,5.0,"apr 4th, 2020",Best carts I've had other than Rove
b38,5.0,"sep 1st, 2020",Bought Muha Mini Battery and was worth it Valley Heat hooked it up with 1G Peanut Butter Breath Lice Resin Sugar inside the box didn't expect that
