name,id,amount,price,category,main_product_name,main_product_id,shipping_from,ratings,vendor
2 FULL POUNDS High End Greenhouse Bud; 4 Strains Available You Choose!,20l,2 pound+,"$1,775 / lbs",flowers,112g of High End Greenhouse Bud; 4 Strains Available You Choose! Combo?,6mh,United States,379,William_Shatner
3 POUNDS FRESH High End Greenhouse Bud; 4 Strains Available You Choose!,hw3,3 pound+,"$1,766 / lbs",flowers,112g of High End Greenhouse Bud; 4 Strains Available You Choose! Combo?,6mh,United States,379,William_Shatner
5 POUNDS FRESH High End Greenhouse Bud; 4 Strains Available You Choose!,6ah,5 pound+,"$1,720 / lbs",flowers,112g of High End Greenhouse Bud; 4 Strains Available You Choose! Combo?,6mh,United States,379,William_Shatner
112g of High End Greenhouse Bud; 4 Strains Available You Choose! Combo?,6mh,,$550,flowers,112g of High End Greenhouse Bud; 4 Strains Available You Choose! Combo?,6mh,United States,379,William_Shatner
Tangie TG/28 Grams,3r3,28 grams,$181.25,flowers,Tangie TG/28 Grams,3r3,United States,53,DarkAngus
,3r6,112 grams,$700,flowers,Tangie TG/28 Grams,3r3,United States,53,DarkAngus
,hwv,225 grams,"$1,350",flowers,Tangie TG/28 Grams,3r3,United States,53,DarkAngus
,3r9,450 grams,"$2,500",flowers,Tangie TG/28 Grams,3r3,United States,53,DarkAngus
1/8th Sun Cakes Indoor Sour Gassy Fire!,r0l,,$45,flowers,1/8th Sun Cakes Indoor Sour Gassy Fire!,r0l,United States,74,THClear
Purple Afghani PPA/28 Grams,39s,28 grams,$212.50,flowers,Purple Afghani PPA/28 Grams,39s,United States,242,DarkAngus
,39u,112 grams,$825,flowers,Purple Afghani PPA/28 Grams,39s,United States,242,DarkAngus
,4lk,225 grams,"$1,600",flowers,Purple Afghani PPA/28 Grams,39s,United States,242,DarkAngus
,39w,450 grams,"$3,000",flowers,Purple Afghani PPA/28 Grams,39s,United States,242,DarkAngus
Custy's Choice Outdoor (8oz),omg,8 ounces,$599,flowers,Custy's Choice - Outdoor (1LB),co4,United States,72,Vendy_McVendface
Custy's Choice - Outdoor (1.5lbs),fw9,1.5 pounds,"$1,574",flowers,Custy's Choice - Outdoor (1LB),co4,United States,72,Vendy_McVendface
Custy's Choice - Outdoor (2LBs),co8,2 pounds,"$2,049",flowers,Custy's Choice - Outdoor (1LB),co4,United States,72,Vendy_McVendface
Custy's Choice - Outdoor (2.5lbs),fwd,2.5 pounds,"$2,524",flowers,Custy's Choice - Outdoor (1LB),co4,United States,72,Vendy_McVendface
Custy's Choice - Outdoor (3LBs),cob,3 pounds,"$2,999",flowers,Custy's Choice - Outdoor (1LB),co4,United States,72,Vendy_McVendface
Custy's Choice - Outdoor (4LBs),cof,4 pounds,"$3,799",flowers,Custy's Choice - Outdoor (1LB),co4,United States,72,Vendy_McVendface
Custy's Choice - Outdoor (5LBs),coj,5 pounds,"$4,559",flowers,Custy's Choice - Outdoor (1LB),co4,United States,72,Vendy_McVendface
Custy's Choice - Outdoor (6LBs),con,6 pounds,"$5,199",flowers,Custy's Choice - Outdoor (1LB),co4,United States,72,Vendy_McVendface
Custy's Choice - Outdoor (1LB),co4,,"$1,099",flowers,Custy's Choice - Outdoor (1LB),co4,United States,72,Vendy_McVendface
*** 1 oz Platinum Kush Indoors ***,6jt,1 ounce,$150,flowers,*** 1 oz Platinum Kush Indoors ***,6jt,United States,1000+,NancyBotwin2019
,6jq,4 ounces,$565,flowers,*** 1 oz Platinum Kush Indoors ***,6jt,United States,1000+,NancyBotwin2019
,6jx,8 ounces,"$1,120",flowers,*** 1 oz Platinum Kush Indoors ***,6jt,United States,1000+,NancyBotwin2019
,6jy,1 pound,"$2,225",flowers,*** 1 oz Platinum Kush Indoors ***,6jt,United States,1000+,NancyBotwin2019
1 x Barewoods Chiefin Cone,11q,1 piece,$20,flowers,1 x Barewoods Chiefin Cone,11q,United States,74,ValleyHeat
,11r,2 pieces,$38,flowers,1 x Barewoods Chiefin Cone,11q,United States,74,ValleyHeat
,11s,5 pieces,$90,flowers,1 x Barewoods Chiefin Cone,11q,United States,74,ValleyHeat
,11t,10 pieces,$170,flowers,1 x Barewoods Chiefin Cone,11q,United States,74,ValleyHeat
Gorilla Glue GG4/ 28 Grams,49k,28 grams,$181.25,flowers,Gorilla Glue GG4/ 28 Grams,49k,United States,165,DarkAngus
,49o,112 grams,$700,flowers,Gorilla Glue GG4/ 28 Grams,49k,United States,165,DarkAngus
,49s,225 grams,"$1,350",flowers,Gorilla Glue GG4/ 28 Grams,49k,United States,165,DarkAngus
,49w,450 grams,"$2,500",flowers,Gorilla Glue GG4/ 28 Grams,49k,United States,165,DarkAngus
14g Sour Dawg Pinot Noir - Category 3 Light Dep,r2b,14 grams,$110,flowers,14g Sour Dawg Pinot Noir - Category 3 Light Dep,r2b,United States,34,ForcesOfNature
,r27,1 ounce,$210,flowers,14g Sour Dawg Pinot Noir - Category 3 Light Dep,r2b,United States,34,ForcesOfNature
,r2n,2 ounces,$400,flowers,14g Sour Dawg Pinot Noir - Category 3 Light Dep,r2b,United States,34,ForcesOfNature
112 grams of Shake. A mix of all our flower listings.,12x,112 grams,$120,flowers,112 grams of Shake. A mix of all our flower listings.,12x,United States,185,William_Shatner
,12z,224 grams,$210,flowers,112 grams of Shake. A mix of all our flower listings.,12x,United States,185,William_Shatner
,12w,454 grams,$350,flowers,112 grams of Shake. A mix of all our flower listings.,12x,United States,185,William_Shatner
,eev,2 pounds,$650,flowers,112 grams of Shake. A mix of all our flower listings.,12x,United States,185,William_Shatner
,pxn,1 ounce,$170,flowers,FIRE LIGHT DEPS- 8 oz,pyj,United States,33,grownlocally
,pxo,2 ounces,$330,flowers,FIRE LIGHT DEPS- 8 oz,pyj,United States,33,grownlocally
,py0,4 ounces,$610,flowers,FIRE LIGHT DEPS- 8 oz,pyj,United States,33,grownlocally
FIRE LIGHT DEPS- 8 oz,pyj,8 ounces,"$1,130",flowers,FIRE LIGHT DEPS- 8 oz,pyj,United States,33,grownlocally
,pyn,1 pound,"$2,180",flowers,FIRE LIGHT DEPS- 8 oz,pyj,United States,33,grownlocally
14G HASHBERRY (HYBRID),3jt,1 piece,$125,flowers,28G HASHBERRY (HYBRID),3jv,United States,140,drgreenthumb4201
7G HASHBERRY (HYBRID),3jr,1 piece,$80,flowers,28G HASHBERRY (HYBRID),3jv,United States,140,drgreenthumb4201
4G HASHBERRY (HYBRID),3jq,1 piece,$50,flowers,28G HASHBERRY (HYBRID),3jv,United States,140,drgreenthumb4201
28G HASHBERRY (HYBRID),3jv,,$225,flowers,28G HASHBERRY (HYBRID),3jv,United States,140,drgreenthumb4201
28G Private Reserve SUPER Sampler Pack,atz,28 grams,$280,flowers,28G Private Reserve SUPER Sampler Pack,atz,United States,460,WeedNation
,b98,56 grams,$525,flowers,28G Private Reserve SUPER Sampler Pack,atz,United States,460,WeedNation
,b9c,112 grams,$900,flowers,28G Private Reserve SUPER Sampler Pack,atz,United States,460,WeedNation
,bb8,224 grams,"$1,750",flowers,28G Private Reserve SUPER Sampler Pack,atz,United States,460,WeedNation
,bz8,448 grams,"$3,450",flowers,28G Private Reserve SUPER Sampler Pack,atz,United States,460,WeedNation
Blue Dream BD/ 28 Grams,3a5,28 grams,$178.13,flowers,Blue Dream BD/ 28 Grams,3a5,United States,99,DarkAngus
,3a7,112 grams,$687.50,flowers,Blue Dream BD/ 28 Grams,3a5,United States,99,DarkAngus
,4lo,225 grams,"$1,325",flowers,Blue Dream BD/ 28 Grams,3a5,United States,99,DarkAngus
,3a9,450 grams,"$2,450",flowers,Blue Dream BD/ 28 Grams,3a5,United States,99,DarkAngus
Platinum Kush- 1 oz,gro,1 ounce,$170,flowers,Platinum Kush- 1 oz,gro,United States,30,grownlocally
,grs,2 ounces,$340,flowers,Platinum Kush- 1 oz,gro,United States,30,grownlocally
,grw,4 ounces,$660,flowers,Platinum Kush- 1 oz,gro,United States,30,grownlocally
,gs0,8 ounces,"$1,280",flowers,Platinum Kush- 1 oz,gro,United States,30,grownlocally
,lx3,1 pound,"$2,400",flowers,Platinum Kush- 1 oz,gro,United States,30,grownlocally
TIP JAR!!!!!,3di,,$5,flowers,TIP JAR!!!!!,3di,United States,153,drgreenthumb4201
14G WEDDING CAKE (HYBRID),1vh,1 piece,$130,flowers,28G WEDDING CAKE (HYBRID),1vi,United States,572,drgreenthumb4201
7G WEDDING CAKE (HYBRID),1vg,1 piece,$80,flowers,28G WEDDING CAKE (HYBRID),1vi,United States,572,drgreenthumb4201
4G WEDDING CAKE (HYBRID),1ve,1 piece,$55,flowers,28G WEDDING CAKE (HYBRID),1vi,United States,572,drgreenthumb4201
28G WEDDING CAKE (HYBRID),1vi,,$245,flowers,28G WEDDING CAKE (HYBRID),1vi,United States,572,drgreenthumb4201
*** 1 g x 5 Solvent Free Carts ***,e20,5 pieces,$100,flowers,*** 1 g x 5 Solvent Free Carts ***,e20,United States,46,NancyBotwin2019
,erj,30 pieces,$600,flowers,*** 1 g x 5 Solvent Free Carts ***,e20,United States,46,NancyBotwin2019
,e5c,50 pieces,$875,flowers,*** 1 g x 5 Solvent Free Carts ***,e20,United States,46,NancyBotwin2019
,e58,100 pieces,"$1,700",flowers,*** 1 g x 5 Solvent Free Carts ***,e20,United States,46,NancyBotwin2019
A grade 28 Grams 1 Ounce.,qwl,1 ounce,$163.69,flowers,A grade 28 Grams 1 Ounce.,qwl,United States,44,Topshelfcannabis
,r1l,3 ounces,$480,flowers,A grade 28 Grams 1 Ounce.,qwl,United States,44,Topshelfcannabis
,qwp,4 ounces,$625,flowers,A grade 28 Grams 1 Ounce.,qwl,United States,44,Topshelfcannabis
,qwt,8 ounces,"$1,225",flowers,A grade 28 Grams 1 Ounce.,qwl,United States,44,Topshelfcannabis
,ro8,16 ounces,"$2,400",flowers,A grade 28 Grams 1 Ounce.,qwl,United States,44,Topshelfcannabis
1 POUND PLATINUM BUBBA KUSH SHAKE $220,9gt,,$300,flowers,1 POUND PLATINUM BUBBA KUSH SHAKE $220,9gt,United States,440,ExoticsClub
,oeh,2 oz,$200,flowers,BERRY WHITE - QP,oed,United States,227,ExoticsClub
BERRY WHITE - QP,oed,4 oz,$350,flowers,BERRY WHITE - QP,oed,United States,227,ExoticsClub
,oe9,8 oz,$650,flowers,BERRY WHITE - QP,oed,United States,227,ExoticsClub
,oe1,1 lbs,"$1,250",flowers,BERRY WHITE - QP,oed,United States,227,ExoticsClub
,r1o,2 lbs+,"$1,200 / lbs",flowers,BERRY WHITE - QP,oed,United States,227,ExoticsClub
,oe5,3 lbs+,"$1,150 / lbs",flowers,BERRY WHITE - QP,oed,United States,227,ExoticsClub
,oel,5 lbs+,"$1,100 / lbs",flowers,BERRY WHITE - QP,oed,United States,227,ExoticsClub
1/8th Kool-Aid 26.7% THC Indoor Best bud on DN!,j25,,$50,flowers,1/8th Kool-Aid 26.7% THC Indoor Best bud on DN!,j25,United States,38,THClear
QP PURPLE (ICE CREAM CAKE) TRIM,pdj,0.25 pound,$100,flowers,QP PURPLE (ICE CREAM CAKE) TRIM,pdj,United States,21,WeedNation
,ozz,1 pound,$300,flowers,QP PURPLE (ICE CREAM CAKE) TRIM,pdj,United States,21,WeedNation
,pdn,3 pounds,$800,flowers,QP PURPLE (ICE CREAM CAKE) TRIM,pdj,United States,21,WeedNation
,pdr,5 pounds,"$1,250",flowers,QP PURPLE (ICE CREAM CAKE) TRIM,pdj,United States,21,WeedNation
4g Diablo Medical Grade Indica,2wx,4 grams,$42,flowers,4g Diablo Medical Grade Indica,2wx,United States,20,green_usa
,2wz,7 grams,$69,flowers,4g Diablo Medical Grade Indica,2wx,United States,20,green_usa
,2x1,10 grams,$105,flowers,4g Diablo Medical Grade Indica,2wx,United States,20,green_usa
1g Ak-47 Preroll x20,c1x,1 piece,$95,flowers,1g Ak-47 Preroll,c0d,United States,36,triceraterps
1g Ak-47 preroll x 10,c1t,1 piece,$55,flowers,1g Ak-47 Preroll,c0d,United States,36,triceraterps
1g Ak-47 Preroll,c0d,,$6,flowers,1g Ak-47 Preroll,c0d,United States,36,triceraterps
PLATINUM BUBBA KUSH (INDOOR),9gd,2 ounces,$320,flowers,PLATINUM BUBBA KUSH (INDOOR),9gd,United States,243,ExoticsClub
,9gh,4 ounces,$620,flowers,PLATINUM BUBBA KUSH (INDOOR),9gd,United States,243,ExoticsClub
,9gl,8 ounces,"$1,220",flowers,PLATINUM BUBBA KUSH (INDOOR),9gd,United States,243,ExoticsClub
,9gp,1 pound,"$2,420",flowers,PLATINUM BUBBA KUSH (INDOOR),9gd,United States,243,ExoticsClub
Custom Order,2di,,$1,flowers,Custom Order,2di,United States,27,SilentGhost
,3m7,3.5 grams,$35,flowers,28g Cali Standards,3md,United States,117,CaliKindness
,3m9,7 grams,$60,flowers,28g Cali Standards,3md,United States,117,CaliKindness
,3mb,14 grams,$110,flowers,28g Cali Standards,3md,United States,117,CaliKindness
28g Cali Standards,3md,28 grams,$200,flowers,28g Cali Standards,3md,United States,117,CaliKindness
,r6y,1 ounce,$160,flowers,GELATO #33,r6m,United States,18,ExoticsClub
,r6u,4 ounces,$550,flowers,GELATO #33,r6m,United States,18,ExoticsClub
,r6q,8 ounces,"$1,050",flowers,GELATO #33,r6m,United States,18,ExoticsClub
GELATO #33,r6m,1 pound,"$2,000",flowers,GELATO #33,r6m,United States,18,ExoticsClub
14G CALI KUSH (HYBRID),3k1,1 piece,$125,flowers,28G CALI KUSH (HYBRID),3k3,United States,60,drgreenthumb4201
7G CALI KUSH (HYBRID),3jz,1 piece,$90,flowers,28G CALI KUSH (HYBRID),3k3,United States,60,drgreenthumb4201
4G CALI KUSH (HYBRID),3jx,1 piece,$50,flowers,28G CALI KUSH (HYBRID),3k3,United States,60,drgreenthumb4201
28G CALI KUSH (HYBRID),3k3,,$225,flowers,28G CALI KUSH (HYBRID),3k3,United States,60,drgreenthumb4201
,s0z,4 grams,$65,flowers,Mai Tai - 1/4 LB Top Shelf Indoor,ow3,United States,17,Bloomin_Buds
,ovr,7 grams,$85,flowers,Mai Tai - 1/4 LB Top Shelf Indoor,ow3,United States,17,Bloomin_Buds
,ovv,14 grams,$165,flowers,Mai Tai - 1/4 LB Top Shelf Indoor,ow3,United States,17,Bloomin_Buds
,ow7,1 ounce,$300,flowers,Mai Tai - 1/4 LB Top Shelf Indoor,ow3,United States,17,Bloomin_Buds
Mai Tai - 1/4 LB Top Shelf Indoor,ow3,4 ounces,"$1,050",flowers,Mai Tai - 1/4 LB Top Shelf Indoor,ow3,United States,17,Bloomin_Buds
2OZ INDOOR shake,lnc,2 ounces,$150,flowers,2OZ INDOOR shake,lnc,United States,70,WeedNation
,no4,4 ounces,$280,flowers,2OZ INDOOR shake,lnc,United States,70,WeedNation
,ocg,16 ounces,$999,flowers,2OZ INDOOR shake,lnc,United States,70,WeedNation
TIP JAR - CUSTOM LISTINGS,1gp,,$1,flowers,TIP JAR - CUSTOM LISTINGS,1gp,United States,150,CaliTerps
1/8th oz White Fire (WiFi) OG Top Shelf Kush!,hth,,$45,flowers,1/8th oz White Fire (WiFi) OG Top Shelf Kush!,hth,United States,15,THClear
28g Cuvee Cake,ms5,,$200,flowers,28g Cuvee Cake,ms5,United States,49,TinySnail
,12s,56 g,$190,flowers,"120 grams of Small Buds, CHEAP! See Price! 4 strains available, You Choose!",12t,United States,641,William_Shatner
,276,84 g,$280,flowers,"120 grams of Small Buds, CHEAP! See Price! 4 strains available, You Choose!",12t,United States,641,William_Shatner
"120 grams of Small Buds, CHEAP! See Price! 4 strains available, You Choose!",12t,120 g,$320,flowers,"120 grams of Small Buds, CHEAP! See Price! 4 strains available, You Choose!",12t,United States,641,William_Shatner
,12u,240 g,$620,flowers,"120 grams of Small Buds, CHEAP! See Price! 4 strains available, You Choose!",12t,United States,641,William_Shatner
,12v,1 lbs,"$1,150",flowers,"120 grams of Small Buds, CHEAP! See Price! 4 strains available, You Choose!",12t,United States,641,William_Shatner
,1p3,2 lbs+,$995 / lbs,flowers,"120 grams of Small Buds, CHEAP! See Price! 4 strains available, You Choose!",12t,United States,641,William_Shatner
,4bg,4 lbs+,$960 / lbs,flowers,"120 grams of Small Buds, CHEAP! See Price! 4 strains available, You Choose!",12t,United States,641,William_Shatner
,3ra,5 lbs+,$950 / lbs,flowers,"120 grams of Small Buds, CHEAP! See Price! 4 strains available, You Choose!",12t,United States,641,William_Shatner
CUSTOM,1mt,,$1,flowers,CUSTOM,1mt,United States,69,WeedNation
,no8,7 g,$75,flowers,14g Undertrimmed Runtz Top-Shelf Light-Deprivation Flower,noc,United States,12,TreesNTreats
14g Undertrimmed Runtz Top-Shelf Light-Deprivation Flower,noc,14 g,$125,flowers,14g Undertrimmed Runtz Top-Shelf Light-Deprivation Flower,noc,United States,12,TreesNTreats
,nog,28 g,$200,flowers,14g Undertrimmed Runtz Top-Shelf Light-Deprivation Flower,noc,United States,12,TreesNTreats
,nok,56 g,$388,flowers,14g Undertrimmed Runtz Top-Shelf Light-Deprivation Flower,noc,United States,12,TreesNTreats
,noo,4 oz,$750,flowers,14g Undertrimmed Runtz Top-Shelf Light-Deprivation Flower,noc,United States,12,TreesNTreats
,nos,8 oz,"$1,463",flowers,14g Undertrimmed Runtz Top-Shelf Light-Deprivation Flower,noc,United States,12,TreesNTreats
,now,1 lbs,"$2,850",flowers,14g Undertrimmed Runtz Top-Shelf Light-Deprivation Flower,noc,United States,12,TreesNTreats
Half Pound High Quality Trim/Shake,5hx,224 grams,$225,flowers,Half Pound High Quality Trim/Shake,5hx,United States,82,CaliCannabisClub
,506,1 pound,$400,flowers,Half Pound High Quality Trim/Shake,5hx,United States,82,CaliCannabisClub
224g Shake/Smalls Flower,4r0,224 grams,$514,flowers,224g Shake/Smalls Flower,4r0,United States,88,CaliTerps
,4r4,1 pound,$925,flowers,224g Shake/Smalls Flower,4r0,United States,88,CaliTerps
,qz0,3.5 g,$55,flowers,1oz Animal Face Og,qyo,United States,21,ForcesOfNature
,qyw,7 g,$100,flowers,1oz Animal Face Og,qyo,United States,21,ForcesOfNature
,qys,14 g,$190,flowers,1oz Animal Face Og,qyo,United States,21,ForcesOfNature
1oz Animal Face Og,qyo,1 oz,$360,flowers,1oz Animal Face Og,qyo,United States,21,ForcesOfNature
,qyk,2 oz,$700,flowers,1oz Animal Face Og,qyo,United States,21,ForcesOfNature
,qyg,4 oz,"$1,300",flowers,1oz Animal Face Og,qyo,United States,21,ForcesOfNature
,qz4,8 oz,"$2,500",flowers,1oz Animal Face Og,qyo,United States,21,ForcesOfNature
,qz8,16 oz,"$4,800",flowers,1oz Animal Face Og,qyo,United States,21,ForcesOfNature
1 x Litstik 1.7g Infused Preroll,116,1 piece,$15,flowers,1 x Litstik 1.7g Infused Preroll,116,United States,49,ValleyHeat
,117,5 pieces,$65,flowers,1 x Litstik 1.7g Infused Preroll,116,United States,49,ValleyHeat
,118,10 pieces,$120,flowers,1 x Litstik 1.7g Infused Preroll,116,United States,49,ValleyHeat
,nmv,4 ounces,$50,flowers,LB TRIM INDOOR,nn3,United States,20,WeedNation
,nmz,8 ounces,$75,flowers,LB TRIM INDOOR,nn3,United States,20,WeedNation
LB TRIM INDOOR,nn3,16 ounces,$150,flowers,LB TRIM INDOOR,nn3,United States,20,WeedNation
,nn7,5 pounds,$600,flowers,LB TRIM INDOOR,nn3,United States,20,WeedNation
,qfg,56 grams,$551,flowers,RUNTZ,qfc,United States,19,GreenOutlet
RUNTZ,qfc,112 grams,"$1,088",flowers,RUNTZ,qfc,United States,19,GreenOutlet
,qf8,224 grams,"$2,147",flowers,RUNTZ,qfc,United States,19,GreenOutlet
,qf4,448 grams,"$4,235",flowers,RUNTZ,qfc,United States,19,GreenOutlet
,fcp,3.5 grams,$44.75,flowers,1oz Moonrocks (NEW FLAVORS AVAIL),fd1,United States,308,StrainPirate
,fct,7 grams,$82,flowers,1oz Moonrocks (NEW FLAVORS AVAIL),fd1,United States,308,StrainPirate
,fcx,14 grams,$150.50,flowers,1oz Moonrocks (NEW FLAVORS AVAIL),fd1,United States,308,StrainPirate
1oz Moonrocks (NEW FLAVORS AVAIL),fd1,1 ounce,$283,flowers,1oz Moonrocks (NEW FLAVORS AVAIL),fd1,United States,308,StrainPirate
,qd7,7 grams,$55,flowers,1oz Blackberry - Medical Grade Light Dep,qcz,United States,13,CannaRush
,qd3,14 grams,$100,flowers,1oz Blackberry - Medical Grade Light Dep,qcz,United States,13,CannaRush
1oz Blackberry - Medical Grade Light Dep,qcz,1 ounce,$180,flowers,1oz Blackberry - Medical Grade Light Dep,qcz,United States,13,CannaRush
28g Gelato Limited Run,p1d,,$139,flowers,28g Gelato Limited Run,p1d,United States,13,triceraterps
,lqd,7 g,$79.99,flowers,*A++ EXOTICS* 1 OZ (28G) Peanut Butter Breath,lq5,United States,13,iamlegend1
,lq9,14 g,$149.99,flowers,*A++ EXOTICS* 1 OZ (28G) Peanut Butter Breath,lq5,United States,13,iamlegend1
*A++ EXOTICS* 1 OZ (28G) Peanut Butter Breath,lq5,28 g,$249.99,flowers,*A++ EXOTICS* 1 OZ (28G) Peanut Butter Breath,lq5,United States,13,iamlegend1
,pxd,112 g,$849.99,flowers,*A++ EXOTICS* 1 OZ (28G) Peanut Butter Breath,lq5,United States,13,iamlegend1
,pxh,224 g,"$1,649.99",flowers,*A++ EXOTICS* 1 OZ (28G) Peanut Butter Breath,lq5,United States,13,iamlegend1
,pxl,448 g,"$3,299.99",flowers,*A++ EXOTICS* 1 OZ (28G) Peanut Butter Breath,lq5,United States,13,iamlegend1
Gelato #33- 1 oz,krb,1 ounce,$195,flowers,Gelato #33- 1 oz,krb,United States,13,grownlocally
,krf,2 ounces,$385,flowers,Gelato #33- 1 oz,krb,United States,13,grownlocally
,krr,4 ounces,$735,flowers,Gelato #33- 1 oz,krb,United States,13,grownlocally
,krn,8 ounces,"$1,400",flowers,Gelato #33- 1 oz,krb,United States,13,grownlocally
,lx7,1 pound,"$2,650",flowers,Gelato #33- 1 oz,krb,United States,13,grownlocally
28g Phantom Cookies,ms9,28 grams,$160,flowers,28g Phantom Cookies,ms9,United States,90,TinySnail
,n03,56 grams,$320,flowers,28g Phantom Cookies,ms9,United States,90,TinySnail
,n07,112 grams,$600,flowers,28g Phantom Cookies,ms9,United States,90,TinySnail
,n0b,224 grams,"$1,175",flowers,28g Phantom Cookies,ms9,United States,90,TinySnail
,n0f,448 grams,"$2,250",flowers,28g Phantom Cookies,ms9,United States,90,TinySnail
3.5g Miracle Cookies Light Dep,jfr,3.5 grams,$26,flowers,3.5g Miracle Cookies Light Dep,jfr,United States,30,StrainPirate
,jfv,7 grams,$49,flowers,3.5g Miracle Cookies Light Dep,jfr,United States,30,StrainPirate
,jfz,14 grams,$96,flowers,3.5g Miracle Cookies Light Dep,jfr,United States,30,StrainPirate
,jg3,1 ounce,$210,flowers,3.5g Miracle Cookies Light Dep,jfr,United States,30,StrainPirate
1 x Litsaber Infused Preroll Cone,119,1 piece,$20,flowers,1 x Litsaber Infused Preroll Cone,119,United States,24,ValleyHeat
,11a,2 pieces,$38,flowers,1 x Litsaber Infused Preroll Cone,119,United States,24,ValleyHeat
,11b,5 pieces,$80,flowers,1 x Litsaber Infused Preroll Cone,119,United States,24,ValleyHeat
,11c,10 pieces,$150,flowers,1 x Litsaber Infused Preroll Cone,119,United States,24,ValleyHeat
Tip jar / Custom Order,8zh,,$1,flowers,Tip jar / Custom Order,8zh,United States,11,triceraterps
7g Super Lemon Haze A+++ Free Preroll,ks9,,$42,flowers,7g Super Lemon Haze A+++ Free Preroll,ks9,United States,32,triceraterps
Tip Jar,1ss,,$1,flowers,Tip Jar,1ss,United States,55,CaliCannabisClub
*** 1 oz Cannabis Moon Rocks ***,kd3,1 ounce,$185,flowers,*** 1 oz Cannabis Moon Rocks ***,kd3,United States,40,NancyBotwin2019
,m4j,4 ounces,$690,flowers,*** 1 oz Cannabis Moon Rocks ***,kd3,United States,40,NancyBotwin2019
,m4r,8 ounces,"$1,330",flowers,*** 1 oz Cannabis Moon Rocks ***,kd3,United States,40,NancyBotwin2019
,lq4,1 pound,"$2,600",flowers,*** 1 oz Cannabis Moon Rocks ***,kd3,United States,40,NancyBotwin2019
TIP JAR :),240,,$1,flowers,TIP JAR :),240,United States,62,GreenOutlet
,evg,7 g,$64.75,flowers,***(28g) Purple Punch***,evo,United States,29,TerpTrain
,evk,14 g,$129.50,flowers,***(28g) Purple Punch***,evo,United States,29,TerpTrain
***(28g) Purple Punch***,evo,28 g,$231,flowers,***(28g) Purple Punch***,evo,United States,29,TerpTrain
,hoj,56 g,$406,flowers,***(28g) Purple Punch***,evo,United States,29,TerpTrain
,hok,112 g,$812,flowers,***(28g) Purple Punch***,evo,United States,29,TerpTrain
,how,224 g,"$1,400",flowers,***(28g) Purple Punch***,evo,United States,29,TerpTrain
LB ***SUPER LEMON HAZE*** BEST BANG4BUCK,7ds,,"$1,500",flowers,LB ***SUPER LEMON HAZE*** BEST BANG4BUCK,7ds,United States,246,WeedNation
